Time,MouthOpen,Frowning,NoddingUp,NoddingDown,Throttle,Brake,Steer,Gear
16:32:30,False,False,False,False,0.0,0.0,0.0,1
16:32:31,False,False,False,False,0.0,0.0,0.0,1
16:32:31,False,False,False,False,0.0,0.0,0.0,1
16:32:31,False,False,False,False,0.0,0.0,0.0,1
16:32:31,False,False,False,False,0.0,0.0,0.0,1
16:32:31,False,False,False,False,0.0,0.0,0.0,1
16:32:31,False,False,False,False,0.0,0.0,0.0,1
16:32:31,False,False,False,False,0.0,0.0,0.0,1
16:32:31,False,False,False,False,0.0,0.0,0.0,1
16:32:31,False,False,False,False,0.0,0.0,0.0,1
16:32:31,False,False,False,False,0.0,0.0,0.0,1
16:32:31,False,False,False,False,0.0,0.0,0.0,1
16:32:31,False,False,False,False,0.0,0.0,0.0,1
16:32:31,False,False,False,False,0.0,0.0,0.0,1
16:32:32,False,False,False,False,0.0,0.0,0.0,1
16:32:32,False,False,False,False,0.0,0.0,0.0,1
16:32:32,False,False,False,False,0.0,0.0,0.0,1
16:32:32,False,False,False,False,0.0,0.0,0.0,1
16:32:32,False,False,False,False,0.0,0.0,0.0,1
16:32:32,False,False,False,False,0.0,0.0,0.0,1
16:32:32,False,False,False,False,0.0,0.0,0.0,1
16:32:32,False,False,False,False,0.0,0.0,0.0,1
16:32:32,False,False,False,False,0.0,0.0,0.0,1
16:32:32,False,False,False,False,0.0,0.0,0.0,1
16:32:32,False,False,False,False,0.0,0.0,0.0,1
16:32:32,False,False,False,False,0.0,0.0,0.0,1
16:32:32,False,False,False,False,0.0,0.0,0.0,1
16:32:32,False,False,False,False,0.0,0.0,0.0,1
16:32:33,False,False,False,False,0.0,0.0,0.0,1
16:32:33,False,False,False,False,0.0,0.0,0.0,1
16:32:33,False,False,False,False,0.0,0.0,0.0,1
16:32:33,False,False,False,False,0.0,0.0,0.0,1
16:32:33,False,False,False,False,0.0,0.0,0.0,1
16:32:33,False,False,False,False,0.0,0.0,0.0,1
16:32:33,False,False,False,False,0.0,0.0,0.0,1
16:32:33,False,False,False,False,0.0,0.0,0.0,1
16:32:33,False,False,False,False,0.0,0.0,0.0,1
16:32:33,False,False,False,False,0.0,0.0,0.0,1
16:32:33,False,False,False,False,0.0,0.0,0.0,1
16:32:33,False,False,False,False,0.0,0.0,0.0,1
16:32:33,False,False,False,False,0.0,0.0,0.0,1
16:32:33,False,False,False,False,0.0,0.0,0.0,1
16:32:33,False,False,False,False,0.0,0.0,0.0,1
16:32:33,False,False,False,False,0.0,0.0,0.0,1
16:32:33,False,False,False,False,0.0,0.0,0.0,1
16:32:33,False,False,False,False,0.0,0.0,0.0,1
16:32:34,False,False,False,False,0.0,0.0,0.0,1
16:32:34,False,False,False,False,0.0,0.0,0.0,1
16:32:34,False,False,False,False,0.0,0.0,0.0,1
16:32:34,False,False,False,False,0.0,0.0,0.0,1
16:32:34,False,False,False,False,0.0,0.0,0.0,1
16:32:34,False,False,False,False,0.0,0.0,0.0,1
16:32:34,False,False,False,False,0.0,0.0,0.0,1
16:32:34,False,False,False,False,0.0,0.0,0.0,1
16:32:34,False,False,False,False,0.0,0.0,0.0,1
16:32:34,False,False,False,False,0.0,0.0,0.0,1
16:32:34,False,False,False,False,0.0,0.0,0.0,1
16:32:34,False,False,False,False,0.0,0.0,0.0,1
16:32:34,False,False,False,False,0.0,0.0,0.0,1
16:32:34,False,False,False,False,0.0,0.0,0.0,1
16:32:34,False,False,False,False,0.0,0.0,0.0,1
16:32:34,False,False,False,False,0.0,0.0,0.0,1
16:32:35,False,False,False,False,0.0,0.0,0.0,1
16:32:35,False,False,False,False,0.0,0.0,0.0,1
16:32:35,False,False,False,False,0.0,0.0,0.0,1
16:32:35,False,False,False,False,0.0,0.0,0.0,1
16:32:35,False,False,False,False,0.0,0.0,0.0,1
16:32:35,False,False,False,False,0.0,0.0,0.0,1
16:32:35,False,False,False,False,0.0,0.0,0.0,1
16:32:35,False,False,False,False,0.0,0.0,0.0,1
16:32:35,False,False,False,False,0.0,0.0,0.0,1
16:32:35,False,False,False,False,0.0,0.0,0.0,1
16:32:35,False,False,False,False,0.0,0.0,0.0,1
16:32:35,False,False,False,False,0.0,0.0,0.0,1
16:32:35,False,False,False,False,0.0,0.0,0.0,1
16:32:35,False,False,False,False,0.0,0.0,0.0,1
16:32:35,False,False,False,False,0.0,0.0,0.0,1
16:32:35,False,False,False,False,0.0,0.0,0.0,1
16:32:35,False,False,False,False,0.0,0.0,0.0,1
16:32:35,False,False,False,False,0.0,0.0,0.0,1
16:32:36,False,False,False,False,0.0,0.0,0.0,1
16:32:36,False,False,False,False,0.0,0.0,0.0,1
16:32:36,False,False,False,False,0.0,0.0,0.0,1
16:32:36,False,False,False,False,0.0,0.0,0.0,1
16:32:36,False,False,False,False,0.0,0.0,0.0,1
16:32:36,False,False,False,False,0.0,0.0,0.0,1
16:32:36,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:36,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:36,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:36,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:36,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:36,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:36,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:36,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:36,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:36,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:36,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:37,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:37,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:37,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:37,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:37,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:37,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:37,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:37,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:37,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:37,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:37,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:37,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:37,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:37,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:38,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:38,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:38,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:38,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:38,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:38,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:38,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:38,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:38,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:38,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:38,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:38,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:38,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:38,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:39,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:39,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:39,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:39,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:39,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:39,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:39,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:39,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:39,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:39,True,False,False,False,0.6000000238418579,0.0,0.0,1
16:32:39,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:39,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:39,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:39,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:39,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:40,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:40,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:40,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:40,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:40,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:40,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:40,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:40,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:40,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:40,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:40,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:40,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:40,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:40,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:41,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:41,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:41,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:41,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:41,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:41,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:41,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:41,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:41,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:41,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:41,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:41,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:41,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:41,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:41,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:42,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:42,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:42,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:42,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:42,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:42,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:42,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:42,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:42,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:42,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:42,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:42,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:42,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:42,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:42,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:43,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:43,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:43,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:43,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:43,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:43,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:43,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:43,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:43,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:43,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:43,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:43,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:43,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:43,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:43,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:44,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:44,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:44,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:44,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:44,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:44,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:44,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:44,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:44,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:44,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:44,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:44,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:44,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:44,True,False,True,False,0.6000000238418579,0.0,-0.30000001192092896,2
16:32:45,True,False,True,False,0.6000000238418579,0.0,-0.30000001192092896,2
16:32:45,True,False,True,False,0.6000000238418579,0.0,-0.30000001192092896,2
16:32:45,True,False,True,False,0.6000000238418579,0.0,-0.30000001192092896,2
16:32:45,True,False,True,False,0.6000000238418579,0.0,-0.30000001192092896,2
16:32:45,True,False,True,False,0.6000000238418579,0.0,-0.30000001192092896,2
16:32:45,True,False,True,False,0.6000000238418579,0.0,-0.30000001192092896,2
16:32:45,True,False,True,False,0.6000000238418579,0.0,-0.30000001192092896,2
16:32:45,True,False,True,False,0.6000000238418579,0.0,-0.30000001192092896,2
16:32:45,True,False,True,False,0.6000000238418579,0.0,-0.30000001192092896,2
16:32:45,True,False,True,False,0.6000000238418579,0.0,-0.30000001192092896,2
16:32:45,True,False,True,False,0.6000000238418579,0.0,-0.30000001192092896,2
16:32:45,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:45,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:45,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:45,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:45,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:46,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:46,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:46,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:46,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:46,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:46,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:46,True,False,True,False,0.6000000238418579,0.0,0.10000000149011612,2
16:32:46,True,False,True,False,0.6000000238418579,0.0,0.10000000149011612,2
16:32:46,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:46,True,False,True,False,0.6000000238418579,0.0,0.30000001192092896,2
16:32:46,True,False,True,False,0.6000000238418579,0.0,0.30000001192092896,2
16:32:46,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:46,True,False,True,False,0.6000000238418579,0.0,0.10000000149011612,2
16:32:46,True,False,True,False,0.6000000238418579,0.0,0.10000000149011612,2
16:32:47,True,False,True,False,0.6000000238418579,0.0,0.10000000149011612,2
16:32:47,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:47,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:47,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:47,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:47,True,False,True,False,0.6000000238418579,0.0,0.10000000149011612,2
16:32:47,True,False,True,False,0.6000000238418579,0.0,0.10000000149011612,2
16:32:47,True,False,True,False,0.6000000238418579,0.0,0.10000000149011612,2
16:32:47,True,False,True,False,0.6000000238418579,0.0,0.10000000149011612,2
16:32:47,True,False,True,False,0.6000000238418579,0.0,0.10000000149011612,2
16:32:47,True,False,True,False,0.6000000238418579,0.0,0.10000000149011612,2
16:32:47,True,False,True,False,0.6000000238418579,0.0,0.10000000149011612,2
16:32:47,True,False,True,False,0.6000000238418579,0.0,0.10000000149011612,2
16:32:47,True,False,True,False,0.6000000238418579,0.0,0.10000000149011612,2
16:32:47,True,False,True,False,0.6000000238418579,0.0,0.30000001192092896,2
16:32:47,True,False,True,False,0.6000000238418579,0.0,0.30000001192092896,2
16:32:48,True,False,True,False,0.6000000238418579,0.0,0.30000001192092896,2
16:32:48,True,False,True,False,0.6000000238418579,0.0,0.30000001192092896,2
16:32:48,True,False,True,False,0.6000000238418579,0.0,0.30000001192092896,2
16:32:48,True,False,True,False,0.6000000238418579,0.0,0.30000001192092896,2
16:32:48,True,False,True,False,0.6000000238418579,0.0,0.10000000149011612,2
16:32:48,True,False,True,False,0.6000000238418579,0.0,0.10000000149011612,2
16:32:48,True,False,True,False,0.6000000238418579,0.0,0.10000000149011612,2
16:32:48,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:48,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:48,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:48,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:48,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:48,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:48,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:48,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:48,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:49,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:49,True,False,True,False,0.6000000238418579,0.0,-0.30000001192092896,2
16:32:49,True,False,True,False,0.6000000238418579,0.0,-0.30000001192092896,2
16:32:49,True,False,True,False,0.6000000238418579,0.0,-0.30000001192092896,2
16:32:49,True,False,True,False,0.6000000238418579,0.0,-0.30000001192092896,2
16:32:49,True,False,True,False,0.6000000238418579,0.0,-0.30000001192092896,2
16:32:49,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:49,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:49,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:49,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:49,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:49,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:49,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:49,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:49,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:50,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:50,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:50,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:50,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:50,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:50,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:50,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:50,True,False,True,False,0.6000000238418579,0.0,0.0,2
16:32:50,True,False,True,False,0.6000000238418579,0.0,-0.10000000149011612,2
16:32:50,True,False,True,False,0.6000000238418579,0.0,-0.30000001192092896,2
16:32:50,True,False,True,False,0.6000000238418579,0.0,-0.30000001192092896,2
16:32:50,True,False,True,False,0.6000000238418579,0.0,-0.30000001192092896,2
16:32:50,True,False,True,False,0.6000000238418579,0.0,-0.30000001192092896,2
16:32:50,True,False,True,False,0.6000000238418579,0.0,-0.30000001192092896,2
16:32:50,True,False,True,False,0.6000000238418579,0.0,0.0,2
